TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T03926,4/19/2024,C012,P012,S002,4,0.1,Credit Card
T03927,8/15/2025,C184,P016,S002,2,0.1,Bank Transfer
T03928,6/23/2025,C149,P004,S003,2,0,Cash
T03929,11/5/2023,C101,P010,S004,4,0.15,Credit Card
T03930,12/21/2023,C086,P043,S003,1,0.05,Credit Card
T03931,3/3/2025,C163,P036,S003,1,0,Mobile Money
T03932,8/15/2025,C055,P037,S004,3,0.1,Credit Card
T03933,4/1/2024,C101,P026,S002,3,0,Mobile Money
T03934,5/15/2025,C138,P042,S003,2,0,Credit Card
T03935,2/6/2024,C170,P030,S005,2,0.05,Credit Card
T03936,2/17/2025,C079,P050,S003,1,0,Cash
T03937,11/9/2023,C189,P015,S001,5,0,Mobile Money
T03938,11/26/2024,C174,P032,S001,3,0.05,Cash
T03939,1/9/2025,C164,P018,S005,5,0.15,Bank Transfer
T03940,8/12/2024,C063,P030,S001,2,0,Cash
T03941,2/11/2024,C099,P045,S004,4,0.05,Credit Card
T03942,2/21/2025,C158,P001,S001,3,0.1,Mobile Money
T03943,12/10/2024,C086,P024,S005,5,0.15,Bank Transfer
T03944,2/13/2025,C145,P033,S002,1,0.05,Mobile Money
T03945,1/14/2024,C080,P019,S002,4,0,Credit Card
T03946,11/16/2023,C062,P034,S004,2,0,Credit Card
T03947,2/22/2024,C118,P032,S003,3,0.05,Cash
T03948,7/23/2024,C066,P032,S004,4,0,Credit Card
T03949,6/13/2024,C001,P025,S004,1,0,Bank Transfer
T03950,1/2/2024,C042,P050,S002,5,0,Credit Card
T03951,12/9/2023,C049,P039,S004,2,0,Credit Card
T03952,2/8/2025,C018,P041,S003,5,0,Mobile Money
T03953,10/14/2023,C186,P003,S001,3,0,Mobile Money
T03954,11/2/2023,C028,P042,S001,5,0.15,Credit Card
T03955,12/7/2024,C138,P032,S003,3,0,Bank Transfer
T03956,11/6/2024,C146,P049,S004,4,0.05,Cash
T03957,1/20/2025,C098,P018,S005,5,0,Cash
T03958,4/20/2025,C193,P013,S003,2,0.15,Credit Card
T03959,12/16/2024,C018,P026,S005,4,0.05,Mobile Money
T03960,2/20/2024,C045,P028,S005,3,0.1,Bank Transfer
T03961,12/11/2023,C014,P012,S001,5,0.05,Credit Card
T03962,2/1/2024,C185,P027,S004,2,0,Cash
T03963,6/11/2024,C046,P005,S005,2,0.1,Credit Card
T03964,7/31/2024,C161,P016,S002,2,0.05,Cash
T03965,10/18/2024,C065,P023,S001,3,0.1,Mobile Money
T03966,7/6/2024,C072,P024,S002,2,0,Cash
T03967,10/10/2024,C108,P004,S003,5,0.05,Cash
T03968,4/25/2025,C173,P003,S002,1,0.05,Cash
T03969,11/29/2023,C163,P026,S002,1,0.1,Credit Card
T03970,4/3/2024,C057,P027,S002,2,0.15,Mobile Money
T03971,12/14/2023,C092,P029,S002,1,0.05,Bank Transfer
T03972,7/15/2025,C184,P023,S002,1,0.05,Cash
T03973,9/9/2024,C107,P045,S003,1,0.15,Bank Transfer
T03974,12/9/2023,C102,P014,S002,1,0,Bank Transfer
T03975,5/14/2025,C184,P020,S005,2,0.15,Mobile Money
T03976,7/3/2025,C118,P036,S003,4,0,Credit Card
T03977,5/26/2024,C034,P040,S001,1,0.05,Cash
T03978,2/13/2025,C107,P017,S001,4,0.1,Mobile Money
T03979,2/17/2024,C156,P019,S001,2,0.05,Cash
T03980,2/24/2025,C008,P035,S003,2,0.1,Cash
T03981,9/25/2024,C159,P031,S004,4,0.05,Credit Card
T03982,6/19/2024,C146,P013,S001,2,0,Mobile Money
T03983,4/25/2025,C125,P019,S001,5,0,Bank Transfer
T03984,2/14/2024,C104,P039,S005,3,0.15,Mobile Money
T03985,9/17/2023,C118,P015,S001,4,0.05,Mobile Money
T03986,7/7/2024,C040,P024,S001,5,0.15,Bank Transfer
T03987,2/20/2025,C093,P041,S001,3,0.1,Bank Transfer
T03988,10/5/2024,C077,P037,S001,4,0.15,Mobile Money
T03989,7/31/2025,C051,P041,S003,5,0.05,Credit Card
T03990,3/16/2025,C146,P010,S004,3,0,Bank Transfer
T03991,3/30/2024,C166,P019,S005,4,0.05,Mobile Money
T03992,3/7/2025,C049,P037,S002,2,0.15,Credit Card
T03993,4/1/2024,C112,P031,S001,1,0.1,Credit Card
T03994,10/28/2023,C066,P012,S002,4,0.05,Bank Transfer
T03995,12/27/2023,C168,P006,S005,3,0.1,Credit Card
T03996,2/12/2025,C026,P029,S005,5,0,Mobile Money
T03997,5/22/2024,C153,P031,S005,1,0.15,Credit Card
T03998,1/8/2024,C164,P033,S002,3,0,Mobile Money
T03999,2/3/2025,C068,P014,S002,2,0.1,Credit Card
T04000,4/8/2025,C035,P031,S003,4,0.05,Bank Transfer
T04001,3/22/2024,C171,P028,S001,3,0.05,Credit Card
T04002,7/6/2025,C063,P026,S003,2,0,Credit Card
T04003,8/13/2024,C020,P008,S001,3,0.15,Mobile Money
T04004,8/2/2024,C008,P004,S003,3,0.1,Mobile Money
T04005,6/3/2025,C200,P014,S004,5,0.1,Mobile Money
T04006,4/1/2025,C085,P047,S004,4,0.1,Bank Transfer
T04007,12/4/2023,C052,P033,S003,2,0.15,Bank Transfer
T04008,6/1/2024,C145,P015,S004,3,0.15,Mobile Money
T04009,7/14/2024,C187,P037,S005,5,0.15,Cash
T04010,8/6/2024,C111,P046,S002,3,0.05,Cash
T04011,11/6/2024,C046,P046,S003,3,0.1,Cash
T04012,10/19/2023,C138,P018,S001,5,0.1,Bank Transfer
T04013,2/13/2025,C131,P043,S001,3,0.05,Mobile Money
T04014,5/18/2024,C153,P049,S002,3,0.1,Mobile Money
T04015,7/29/2024,C102,P049,S003,4,0.05,Cash
T04016,8/25/2025,C062,P009,S001,4,0.1,Credit Card
T04017,1/2/2025,C062,P040,S003,5,0,Bank Transfer
T04018,12/4/2023,C047,P024,S004,1,0.1,Cash
T04019,11/18/2023,C171,P023,S003,5,0.05,Credit Card
T04020,8/6/2024,C041,P017,S004,1,0.1,Bank Transfer
T04021,5/30/2024,C080,P032,S002,1,0.15,Mobile Money
T04022,7/4/2024,C057,P029,S004,2,0,Cash
T04023,4/16/2024,C008,P025,S005,1,0.15,Bank Transfer
T04024,9/22/2023,C043,P007,S002,1,0,Bank Transfer
T04025,11/16/2023,C187,P034,S005,4,0,Bank Transfer
T04026,11/14/2024,C082,P042,S002,2,0.1,Bank Transfer
T04027,12/11/2024,C190,P014,S002,4,0.15,Bank Transfer
T04028,6/3/2025,C069,P046,S004,1,0,Mobile Money
T04029,5/1/2024,C050,P036,S002,1,0.15,Bank Transfer
T04030,1/21/2024,C190,P040,S002,2,0.15,Mobile Money
T04031,11/6/2023,C116,P046,S002,5,0.15,Mobile Money
T04032,6/15/2025,C175,P011,S003,4,0.05,Credit Card
T04033,7/10/2024,C120,P039,S001,1,0.1,Cash
T04034,9/10/2023,C166,P034,S001,3,0.05,Mobile Money
T04035,6/16/2025,C138,P036,S001,1,0.1,Bank Transfer
T04036,3/11/2025,C167,P046,S005,1,0,Cash
T04037,4/14/2024,C039,P017,S004,2,0.05,Cash
T04038,11/7/2024,C080,P046,S002,3,0.15,Credit Card
T04039,9/22/2023,C031,P043,S004,1,0.1,Credit Card
T04040,2/20/2024,C147,P016,S001,2,0.15,Cash
T04041,1/21/2025,C127,P027,S002,1,0.05,Cash
T04042,1/13/2025,C051,P014,S004,5,0.1,Bank Transfer
T04043,12/4/2023,C182,P020,S002,5,0.15,Credit Card
T04044,2/10/2024,C185,P030,S001,5,0.05,Mobile Money
T04045,7/6/2024,C064,P030,S003,2,0.1,Bank Transfer
T04046,10/30/2024,C169,P040,S002,2,0.05,Credit Card
T04047,1/10/2025,C039,P030,S004,2,0.05,Credit Card
T04048,7/6/2025,C001,P004,S003,3,0.15,Credit Card
T04049,7/5/2025,C091,P001,S002,2,0.05,Mobile Money
T04050,5/20/2024,C110,P049,S001,5,0.1,Cash
T04051,4/6/2025,C121,P013,S004,1,0,Mobile Money
T04052,2/14/2025,C012,P023,S005,2,0.15,Mobile Money
T04053,7/13/2025,C031,P036,S005,2,0.05,Mobile Money
T04054,9/16/2024,C010,P037,S001,1,0.15,Cash
T04055,10/2/2024,C040,P017,S004,1,0.1,Credit Card
T04056,10/28/2024,C143,P014,S005,2,0,Mobile Money
T04057,4/3/2025,C171,P002,S004,3,0.1,Mobile Money
T04058,4/5/2024,C123,P001,S002,3,0.15,Bank Transfer
T04059,9/3/2024,C034,P014,S002,2,0.05,Credit Card
T04060,7/18/2024,C037,P027,S002,5,0,Cash
T04061,6/21/2024,C194,P034,S005,3,0.1,Credit Card
T04062,12/31/2024,C089,P005,S005,5,0.05,Credit Card
T04063,12/22/2024,C046,P015,S003,4,0,Mobile Money
T04064,9/18/2023,C047,P019,S005,3,0.05,Bank Transfer
T04065,12/5/2023,C168,P014,S001,4,0.05,Mobile Money
T04066,1/4/2024,C063,P011,S001,1,0,Bank Transfer
T04067,2/16/2025,C102,P040,S004,3,0,Credit Card
T04068,6/6/2024,C002,P006,S004,3,0.05,Bank Transfer
T04069,2/3/2025,C198,P035,S001,5,0.1,Credit Card
T04070,11/8/2023,C004,P037,S001,2,0.15,Credit Card
T04071,9/30/2023,C103,P039,S001,5,0.1,Mobile Money
T04072,1/27/2024,C059,P040,S005,4,0.1,Mobile Money
T04073,1/30/2024,C017,P042,S003,3,0.15,Cash
T04074,12/9/2023,C093,P023,S003,3,0,Credit Card
T04075,5/5/2025,C161,P021,S001,3,0,Mobile Money
T04076,5/12/2024,C185,P023,S003,1,0,Bank Transfer
T04077,8/5/2025,C085,P028,S004,3,0,Cash
T04078,10/29/2024,C148,P006,S004,5,0.05,Bank Transfer
T04079,8/24/2025,C116,P016,S005,4,0.1,Credit Card
T04080,9/8/2024,C016,P018,S004,1,0.05,Cash
T04081,4/10/2025,C065,P022,S002,4,0.05,Cash
T04082,4/18/2024,C019,P015,S005,4,0,Credit Card
T04083,2/8/2024,C187,P007,S001,2,0.1,Cash
T04084,11/5/2023,C052,P031,S005,2,0.15,Mobile Money
T04085,8/24/2025,C119,P014,S005,5,0.15,Mobile Money
T04086,11/8/2024,C010,P040,S005,5,0.15,Credit Card
T04087,4/26/2024,C019,P047,S002,4,0.15,Mobile Money
T04088,5/12/2025,C060,P048,S001,5,0.05,Credit Card
T04089,4/1/2024,C113,P049,S004,1,0.15,Bank Transfer
T04090,4/20/2024,C179,P012,S005,5,0.15,Mobile Money
T04091,4/4/2025,C091,P034,S002,2,0.1,Credit Card
T04092,2/7/2024,C030,P029,S005,1,0.15,Bank Transfer
T04093,9/29/2023,C080,P010,S002,1,0.1,Credit Card
T04094,9/26/2023,C060,P028,S001,2,0,Credit Card
T04095,11/22/2024,C031,P030,S005,1,0.1,Cash
T04096,11/25/2023,C199,P013,S003,4,0.15,Bank Transfer
T04097,8/21/2025,C073,P038,S005,4,0.1,Mobile Money
T04098,1/12/2025,C002,P028,S001,1,0.05,Mobile Money
T04099,4/26/2025,C144,P026,S004,4,0.1,Bank Transfer
T04100,3/21/2024,C140,P043,S004,4,0.15,Bank Transfer
T04101,6/18/2025,C147,P043,S004,5,0.15,Bank Transfer
T04102,8/25/2025,C023,P019,S004,2,0.15,Bank Transfer
T04103,1/26/2024,C110,P036,S001,3,0.1,Cash
T04104,12/15/2023,C006,P014,S004,2,0.1,Bank Transfer
T04105,1/26/2024,C179,P022,S002,4,0.05,Cash
T04106,3/27/2025,C151,P001,S004,3,0.15,Credit Card
T04107,5/4/2024,C119,P022,S004,1,0,Bank Transfer
T04108,3/9/2024,C036,P004,S005,4,0.05,Bank Transfer
T04109,5/15/2025,C053,P045,S001,3,0.15,Cash
T04110,1/13/2025,C046,P024,S003,3,0,Credit Card
T04111,11/3/2023,C136,P031,S002,4,0.15,Credit Card
T04112,5/11/2025,C110,P016,S003,2,0,Bank Transfer
T04113,12/28/2023,C158,P008,S003,5,0.1,Mobile Money
T04114,4/17/2025,C090,P001,S003,4,0.15,Credit Card
T04115,12/19/2024,C077,P015,S003,3,0.1,Credit Card
T04116,9/17/2023,C079,P017,S003,1,0.1,Cash
T04117,8/14/2025,C102,P038,S005,5,0.05,Credit Card
T04118,12/28/2023,C181,P031,S003,3,0.15,Bank Transfer
T04119,6/1/2025,C058,P001,S005,3,0.15,Bank Transfer
T04120,12/8/2023,C005,P034,S005,5,0.05,Credit Card
T04121,1/4/2025,C058,P018,S001,5,0.1,Mobile Money
T04122,3/24/2025,C033,P027,S005,4,0.05,Bank Transfer
T04123,11/7/2024,C026,P049,S002,2,0,Cash
T04124,4/15/2024,C195,P033,S005,4,0.05,Cash
T04125,7/8/2025,C177,P009,S002,1,0.15,Cash
T04126,5/31/2024,C123,P027,S003,3,0.1,Credit Card
T04127,2/22/2025,C074,P015,S004,3,0.1,Mobile Money
T04128,4/13/2024,C150,P004,S002,2,0,Credit Card
T04129,11/16/2024,C003,P026,S001,3,0.1,Mobile Money
T04130,12/28/2024,C078,P014,S004,1,0.05,Credit Card
T04131,10/1/2023,C146,P042,S001,1,0.05,Bank Transfer
T04132,1/18/2025,C028,P029,S002,1,0.05,Mobile Money
T04133,5/29/2024,C086,P033,S004,3,0.15,Credit Card
T04134,11/29/2024,C085,P006,S005,3,0.15,Cash
T04135,12/16/2023,C143,P010,S004,1,0.05,Cash
T04136,10/16/2023,C067,P044,S003,5,0.1,Credit Card
T04137,6/3/2025,C067,P039,S003,4,0.15,Credit Card
T04138,9/13/2024,C022,P030,S001,2,0.1,Cash
T04139,12/19/2023,C053,P015,S003,2,0.05,Mobile Money
T04140,6/24/2024,C041,P013,S002,1,0.05,Credit Card
T04141,5/15/2025,C080,P010,S004,3,0.05,Bank Transfer
T04142,4/18/2025,C105,P024,S002,1,0,Bank Transfer
T04143,12/24/2023,C060,P008,S004,5,0.15,Mobile Money
T04144,2/10/2024,C139,P023,S001,1,0.1,Credit Card
T04145,10/7/2023,C146,P024,S003,4,0,Credit Card
T04146,12/7/2023,C168,P035,S001,4,0.15,Bank Transfer
T04147,12/4/2023,C017,P012,S004,3,0.05,Cash
T04148,4/13/2025,C078,P033,S002,3,0,Credit Card
T04149,2/3/2024,C059,P001,S005,3,0,Credit Card
T04150,12/20/2024,C042,P007,S005,5,0.1,Mobile Money
T04151,10/3/2023,C101,P001,S003,2,0.15,Bank Transfer
T04152,12/24/2024,C187,P011,S002,2,0.05,Credit Card
T04153,7/5/2025,C134,P046,S002,5,0.05,Cash
T04154,4/22/2024,C035,P048,S001,2,0.1,Mobile Money
T04155,6/9/2025,C147,P048,S001,2,0.05,Cash
T04156,3/6/2025,C059,P039,S001,2,0.05,Bank Transfer
T04157,12/26/2023,C105,P010,S004,4,0,Cash
T04158,3/3/2024,C172,P042,S004,4,0.1,Cash
T04159,8/19/2025,C113,P045,S004,2,0.15,Bank Transfer
T04160,10/20/2023,C193,P002,S003,2,0,Credit Card
T04161,9/22/2024,C072,P037,S003,2,0,Cash
T04162,4/27/2025,C045,P009,S002,5,0.1,Mobile Money
T04163,3/6/2024,C044,P005,S002,1,0.05,Bank Transfer
T04164,7/9/2025,C184,P046,S002,1,0.05,Bank Transfer
T04165,10/16/2024,C118,P048,S001,5,0,Cash
T04166,5/23/2024,C117,P010,S002,2,0.05,Bank Transfer
T04167,1/20/2025,C014,P037,S003,1,0.15,Mobile Money
T04168,9/22/2023,C067,P043,S005,4,0,Mobile Money
T04169,5/8/2025,C165,P049,S004,3,0.1,Mobile Money
T04170,6/9/2025,C028,P033,S005,5,0.05,Bank Transfer
T04171,11/20/2023,C013,P004,S004,3,0.05,Mobile Money
T04172,2/20/2024,C040,P022,S004,2,0.1,Cash
T04173,1/3/2024,C047,P035,S002,3,0,Bank Transfer
T04174,6/26/2025,C099,P002,S004,5,0.1,Bank Transfer
T04175,5/7/2025,C130,P043,S002,2,0.15,Credit Card
T04176,9/9/2024,C161,P027,S002,4,0,Credit Card
T04177,9/16/2023,C026,P009,S002,1,0,Cash
T04178,3/24/2024,C031,P024,S005,4,0,Credit Card
T04179,8/26/2025,C179,P037,S003,5,0.15,Cash
T04180,7/27/2025,C172,P031,S001,4,0,Mobile Money
T04181,1/23/2025,C075,P021,S001,2,0.05,Bank Transfer
T04182,4/21/2025,C027,P039,S005,5,0.1,Bank Transfer
T04183,6/12/2024,C046,P005,S005,3,0,Mobile Money
T04184,11/25/2023,C027,P008,S002,2,0.05,Mobile Money
T04185,4/13/2024,C100,P043,S003,2,0.05,Mobile Money
T04186,12/26/2023,C047,P033,S002,1,0.1,Bank Transfer
T04187,5/31/2024,C039,P047,S002,1,0.15,Credit Card
T04188,5/18/2024,C097,P024,S003,3,0.15,Credit Card
T04189,7/15/2025,C050,P037,S001,5,0.05,Credit Card
T04190,10/11/2024,C075,P005,S003,3,0.15,Cash
T04191,3/4/2024,C079,P037,S005,5,0.15,Bank Transfer
T04192,8/15/2025,C004,P039,S003,4,0,Credit Card
T04193,9/15/2023,C003,P006,S003,5,0.15,Bank Transfer
T04194,3/6/2025,C019,P013,S005,3,0.05,Mobile Money
T04195,5/6/2024,C128,P041,S003,5,0.05,Mobile Money
T04196,4/19/2024,C110,P024,S002,2,0.1,Mobile Money
T04197,8/6/2025,C060,P040,S003,2,0.15,Mobile Money
T04198,9/18/2024,C122,P020,S003,2,0.05,Bank Transfer
T04199,8/18/2025,C146,P004,S002,1,0.15,Cash
T04200,7/10/2024,C103,P019,S003,5,0,Credit Card
T04201,11/8/2023,C155,P032,S002,1,0.1,Credit Card
T04202,6/27/2025,C039,P008,S005,3,0,Cash
T04203,10/13/2024,C083,P041,S004,2,0,Credit Card
T04204,7/22/2024,C152,P048,S003,3,0.15,Credit Card
T04205,5/29/2024,C112,P042,S002,4,0.05,Mobile Money
T04206,10/2/2024,C045,P004,S005,3,0.05,Cash
T04207,12/5/2024,C111,P044,S004,1,0.1,Bank Transfer
T04208,10/5/2024,C160,P028,S005,1,0.1,Cash
T04209,2/12/2025,C050,P047,S002,1,0.05,Cash
T04210,9/9/2025,C012,P036,S003,5,0.05,Credit Card
T04211,3/5/2025,C017,P013,S001,2,0.05,Cash
T04212,12/19/2024,C045,P023,S001,3,0.1,Cash
T04213,3/12/2024,C183,P030,S003,5,0.05,Mobile Money
T04214,4/29/2025,C140,P033,S004,5,0.15,Mobile Money
T04215,4/13/2025,C077,P046,S001,1,0,Bank Transfer
T04216,5/6/2024,C068,P002,S005,5,0,Mobile Money
T04217,12/4/2024,C080,P002,S003,2,0,Cash
T04218,11/29/2023,C100,P050,S002,5,0.15,Mobile Money
T04219,11/19/2024,C164,P024,S005,4,0.05,Bank Transfer
T04220,12/3/2023,C134,P024,S003,4,0.15,Bank Transfer
T04221,4/19/2024,C103,P044,S003,1,0.15,Credit Card
T04222,9/30/2024,C056,P018,S003,2,0,Credit Card
T04223,12/23/2023,C184,P027,S004,2,0.05,Cash
T04224,1/24/2025,C050,P017,S002,1,0.1,Cash
T04225,3/30/2024,C012,P003,S003,2,0.1,Credit Card
T04226,12/30/2024,C029,P041,S003,4,0,Cash
T04227,11/13/2024,C121,P002,S005,4,0.05,Mobile Money
T04228,6/27/2024,C151,P048,S005,5,0.1,Cash
T04229,12/4/2023,C167,P019,S002,5,0.05,Cash
T04230,10/13/2023,C189,P041,S005,1,0,Credit Card
T04231,11/22/2024,C111,P009,S004,4,0,Credit Card
T04232,3/15/2025,C181,P031,S001,1,0,Bank Transfer
T04233,2/14/2025,C051,P033,S002,5,0.1,Credit Card
T04234,5/8/2024,C140,P044,S004,2,0,Cash
T04235,7/9/2025,C083,P028,S001,3,0.05,Bank Transfer
T04236,1/27/2025,C063,P022,S005,2,0,Bank Transfer
T04237,10/14/2023,C142,P014,S002,4,0.05,Cash
T04238,1/12/2024,C016,P003,S004,4,0.15,Credit Card
T04239,3/5/2025,C118,P037,S004,2,0.05,Credit Card
T04240,9/8/2025,C143,P027,S002,5,0.15,Credit Card
T04241,12/30/2024,C055,P012,S004,4,0,Bank Transfer
T04242,11/8/2024,C163,P021,S001,5,0.15,Credit Card
T04243,2/10/2024,C102,P016,S004,1,0.05,Mobile Money
T04244,1/29/2024,C142,P031,S003,1,0,Cash
T04245,12/5/2024,C049,P020,S002,5,0.05,Credit Card
T04246,4/17/2025,C058,P008,S005,2,0,Credit Card
T04247,12/15/2024,C090,P017,S002,4,0,Mobile Money
T04248,12/5/2024,C084,P041,S001,4,0.15,Mobile Money
T04249,2/4/2025,C099,P040,S001,1,0.15,Bank Transfer
T04250,6/5/2025,C149,P032,S002,1,0,Bank Transfer
T04251,11/20/2024,C064,P037,S001,5,0.05,Mobile Money
T04252,11/22/2023,C156,P041,S004,4,0,Mobile Money
T04253,3/12/2025,C129,P018,S001,3,0.15,Credit Card
T04254,4/3/2024,C139,P012,S003,3,0.15,Credit Card
T04255,1/25/2025,C189,P043,S001,2,0.15,Mobile Money
T04256,6/30/2025,C095,P009,S004,5,0.15,Credit Card
T04257,10/24/2024,C157,P047,S003,5,0,Credit Card
T04258,8/13/2024,C083,P008,S004,2,0.1,Credit Card
T04259,7/13/2024,C088,P021,S003,2,0.1,Mobile Money
T04260,7/6/2024,C161,P026,S001,4,0.1,Credit Card
T04261,5/10/2025,C149,P016,S005,1,0.15,Bank Transfer
T04262,11/1/2024,C161,P020,S004,2,0.15,Mobile Money
T04263,10/7/2023,C152,P028,S003,1,0.15,Mobile Money
T04264,9/13/2024,C125,P041,S001,5,0,Mobile Money
T04265,8/4/2024,C079,P004,S004,3,0.1,Bank Transfer
T04266,3/2/2025,C104,P046,S003,1,0.05,Bank Transfer
T04267,9/27/2023,C029,P037,S004,4,0.05,Bank Transfer
T04268,9/20/2023,C118,P005,S005,3,0.05,Mobile Money
T04269,11/3/2024,C188,P043,S005,5,0,Mobile Money
T04270,5/23/2024,C075,P038,S005,5,0,Bank Transfer
T04271,2/3/2025,C075,P026,S003,1,0.05,Mobile Money
T04272,8/22/2024,C003,P010,S003,2,0,Cash
T04273,10/29/2024,C042,P010,S004,2,0.15,Cash
T04274,3/29/2024,C102,P012,S004,3,0,Cash
T04275,10/30/2024,C140,P027,S002,3,0.1,Bank Transfer
T04276,4/22/2024,C134,P033,S001,2,0,Credit Card
T04277,12/27/2024,C171,P003,S001,3,0.15,Bank Transfer
T04278,10/15/2023,C171,P022,S005,5,0.05,Mobile Money
T04279,12/2/2024,C068,P039,S001,5,0.1,Mobile Money
T04280,5/19/2025,C061,P033,S001,2,0.15,Bank Transfer
T04281,7/25/2025,C004,P041,S001,1,0.05,Cash
T04282,4/8/2025,C174,P047,S003,4,0.15,Cash
T04283,2/17/2024,C152,P048,S005,3,0.05,Cash
T04284,1/6/2025,C092,P035,S004,3,0,Bank Transfer
T04285,8/15/2025,C197,P027,S005,2,0.15,Bank Transfer
T04286,10/22/2023,C111,P042,S004,5,0,Mobile Money
T04287,5/30/2025,C185,P028,S001,1,0.15,Credit Card
T04288,9/9/2024,C107,P015,S001,1,0,Credit Card
T04289,10/15/2023,C110,P020,S003,1,0,Credit Card
T04290,1/7/2024,C070,P033,S003,3,0.1,Credit Card
T04291,9/6/2024,C154,P029,S005,1,0.15,Mobile Money
T04292,10/26/2024,C071,P039,S003,4,0.15,Bank Transfer
T04293,3/13/2025,C043,P021,S003,1,0.15,Credit Card
T04294,5/12/2024,C200,P041,S002,1,0.1,Bank Transfer
T04295,3/24/2025,C157,P012,S005,4,0.15,Credit Card
T04296,7/6/2025,C081,P026,S004,2,0.05,Credit Card
T04297,12/2/2023,C032,P020,S005,1,0.1,Credit Card
T04298,4/26/2025,C056,P033,S003,4,0,Bank Transfer
T04299,11/10/2023,C128,P042,S003,4,0.15,Bank Transfer
T04300,9/22/2023,C139,P005,S003,3,0.1,Credit Card
T04301,2/25/2024,C154,P036,S004,3,0.05,Cash
T04302,4/1/2024,C060,P036,S005,2,0.1,Cash
T04303,6/1/2025,C126,P001,S001,2,0.1,Bank Transfer
T04304,9/13/2024,C187,P012,S003,2,0,Credit Card
T04305,7/15/2024,C180,P002,S005,1,0,Credit Card
T04306,7/5/2025,C101,P004,S002,2,0,Cash
T04307,9/5/2024,C184,P012,S004,2,0.05,Mobile Money
T04308,5/29/2024,C127,P005,S002,4,0.1,Credit Card
T04309,1/6/2025,C159,P013,S003,5,0.1,Bank Transfer
T04310,6/22/2024,C142,P046,S003,2,0.05,Bank Transfer
T04311,7/5/2025,C044,P041,S003,2,0.1,Cash
T04312,12/22/2024,C104,P019,S001,5,0.1,Mobile Money
T04313,4/26/2024,C095,P026,S005,1,0.15,Cash
T04314,1/4/2024,C015,P008,S003,1,0,Bank Transfer
T04315,12/19/2023,C079,P029,S005,1,0.1,Mobile Money
T04316,10/29/2023,C117,P040,S003,3,0.15,Credit Card
T04317,3/28/2024,C196,P008,S003,2,0.1,Credit Card
T04318,10/1/2023,C077,P048,S004,5,0.1,Cash
T04319,12/10/2024,C119,P035,S001,3,0.1,Mobile Money
T04320,6/1/2024,C052,P010,S003,3,0.05,Cash
T04321,12/2/2024,C086,P032,S002,4,0,Credit Card
T04322,10/18/2023,C050,P045,S001,5,0.05,Mobile Money
T04323,3/16/2025,C022,P035,S001,2,0.05,Credit Card
T04324,1/20/2024,C110,P045,S001,5,0.15,Credit Card
T04325,12/20/2023,C143,P028,S001,3,0.05,Mobile Money
T04326,1/11/2024,C140,P006,S004,2,0,Bank Transfer
T04327,9/18/2023,C143,P008,S004,2,0.1,Cash
T04328,7/22/2024,C081,P039,S002,1,0.15,Bank Transfer
T04329,5/5/2024,C105,P004,S003,2,0.1,Credit Card
T04330,12/2/2024,C124,P047,S005,1,0,Cash
T04331,8/14/2024,C092,P016,S004,4,0.05,Bank Transfer
T04332,11/22/2024,C072,P019,S004,4,0,Mobile Money
T04333,7/4/2024,C114,P012,S004,2,0.15,Cash
T04334,3/11/2024,C080,P010,S002,2,0.15,Credit Card
T04335,5/27/2025,C151,P041,S005,5,0.1,Mobile Money
T04336,8/29/2025,C162,P024,S004,3,0.1,Cash
T04337,2/16/2024,C157,P044,S005,5,0,Cash
T04338,5/25/2024,C029,P008,S001,5,0.1,Mobile Money
T04339,11/4/2024,C059,P018,S005,1,0.05,Bank Transfer
T04340,12/29/2024,C042,P048,S001,1,0.15,Bank Transfer
T04341,5/1/2024,C074,P007,S002,3,0.15,Bank Transfer
T04342,11/2/2024,C189,P012,S005,5,0.1,Mobile Money
T04343,7/27/2024,C150,P012,S003,4,0.05,Bank Transfer
T04344,4/1/2025,C199,P003,S004,3,0.1,Credit Card
T04345,5/12/2024,C133,P045,S001,5,0,Credit Card
T04346,4/9/2025,C037,P006,S001,4,0.15,Cash
T04347,2/8/2025,C036,P019,S003,5,0.05,Mobile Money
T04348,4/1/2024,C021,P025,S004,1,0.1,Bank Transfer
T04349,10/24/2023,C068,P018,S003,1,0.1,Credit Card
T04350,9/17/2023,C109,P044,S004,2,0.15,Cash
T04351,6/28/2025,C022,P013,S002,2,0,Credit Card
T04352,5/5/2024,C136,P003,S005,3,0.15,Cash
T04353,11/19/2023,C199,P034,S001,5,0.05,Mobile Money
T04354,10/22/2024,C138,P020,S001,3,0.1,Cash
T04355,12/21/2023,C006,P018,S005,5,0.05,Cash
T04356,11/20/2024,C114,P021,S004,5,0,Bank Transfer
T04357,7/12/2024,C081,P034,S002,5,0.15,Mobile Money
T04358,7/6/2025,C150,P017,S002,2,0.1,Cash
T04359,12/4/2024,C161,P034,S003,5,0,Mobile Money
T04360,11/20/2023,C192,P027,S001,3,0.05,Credit Card
T04361,5/13/2025,C173,P049,S004,1,0,Cash
T04362,4/22/2024,C148,P026,S002,5,0,Cash
T04363,11/13/2024,C064,P015,S005,2,0.15,Bank Transfer
T04364,8/26/2024,C035,P040,S003,3,0,Credit Card
