Trip ID,Pick Date,Vehicle,Payment_type,No. of passenger_count,Trip Distance,Pickup Location,Booking Value,Total Bookings,Year,Quarter,Month,Day
25524,2024-06-09 00:00:00,Uber Black,Cash,2,2.1,Upper East Side North,$9.5,1.0,1899,Qtr 4,December,30
25525,2024-06-09 00:00:00,UberX,Uber Pay,1,3.6,Yorkville West,$18.1,1.0,1899,Qtr 4,December,30
25526,2024-06-09 00:00:00,UberXL,Uber Pay,1,6.84,Central Harlem,$28.9,1.0,1899,Qtr 4,December,30
25527,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.47,NV,$8.6,1.0,1899,Qtr 4,December,30
25528,2024-06-09 00:00:00,UberX,Uber Pay,1,2.77,Yorkville East,$14.5,1.0,1899,Qtr 4,December,30
25529,2024-06-09 00:00:00,UberX,Uber Pay,1,2.3,Manhattan Valley,$12.0,1.0,1899,Qtr 4,December,30
25530,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1.3,Sutton Place/Turtle Bay North,$7.3,1.0,1899,Qtr 4,December,30
25531,2024-06-09 00:00:00,UberX,Uber Pay,1,2.26,Gramercy,$13.9,1.0,1899,Qtr 4,December,30
25532,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.5,Lenox Hill West,$8.5,1.0,1899,Qtr 4,December,30
25533,2024-06-09 00:00:00,Uber Black,Uber Pay,2,3.8,Midtown East,$17.5,1.0,1899,Qtr 4,December,30
25534,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,Yorkville East,$10.8,1.0,1899,Qtr 4,December,30
25535,2024-06-09 00:00:00,UberX,Uber Pay,1,3.36,Lincoln Square East,$16.0,1.0,1899,Qtr 4,December,30
25536,2024-06-09 00:00:00,UberXL,Uber Pay,2,1.1,Union Sq,$9.1,1.0,1899,Qtr 4,December,30
25537,2024-06-09 00:00:00,UberX,Uber Pay,5,4,World Trade Center,$17.5,1.0,1899,Qtr 4,December,30
25538,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.1,Hudson Sq,$8.5,1.0,1899,Qtr 4,December,30
25539,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.6,East Chelsea,$11.4,1.0,1899,Qtr 4,December,30
25540,2024-06-09 00:00:00,UberXL,Cash,1,1.89,Murray Hill,$8.0,1.0,1899,Qtr 4,December,30
25541,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.71,Lenox Hill East,$15.7,1.0,1899,Qtr 4,December,30
25542,2024-06-09 00:00:00,UberX,Uber Pay,5,1.6,Upper East Side North,$11.5,1.0,1899,Qtr 4,December,30
25543,2024-06-09 00:00:00,Uber Comfort,Cash,1,2.36,Lenox Hill West,$9.5,1.0,1899,Qtr 4,December,30
25544,2024-06-09 00:00:00,UberX,Uber Pay,1,2.32,Gramercy,$12.7,1.0,1899,Qtr 4,December,30
25545,2024-06-09 00:00:00,UberX,Uber Pay,1,2.06,Midtown North,$14.0,1.0,1899,Qtr 4,December,30
25546,2024-06-09 00:00:00,Uber Black,Cash,1,1.1,Gramercy,$7.0,1.0,1899,Qtr 4,December,30
25547,2024-06-09 00:00:00,UberX,Cash,2,1.8,Upper East Side South,$7.5,1.0,1899,Qtr 4,December,30
25548,2024-06-09 00:00:00,UberX,Uber Pay,1,1.81,Gramercy,$8.5,1.0,1899,Qtr 4,December,30
25549,2024-06-09 00:00:00,UberXL,Cash,2,1.2,Midtown North,$7.5,1.0,1899,Qtr 4,December,30
25550,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.9,Lenox Hill West,$17.5,1.0,1899,Qtr 4,December,30
25551,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.3,Midtown North,$13.9,1.0,1899,Qtr 4,December,30
25552,2024-06-09 00:00:00,UberXL,Uber Pay,1,3.03,Upper West Side South,$17.5,1.0,1899,Qtr 4,December,30
25553,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.4,Lincoln Square East,$13.3,1.0,1899,Qtr 4,December,30
25554,2024-06-09 00:00:00,UberX,Cash,1,2.6,Clinton West,$10.5,1.0,1899,Qtr 4,December,30
25555,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,Sutton Place/Turtle Bay North,$9.7,1.0,1899,Qtr 4,December,30
25556,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.17,Penn Station/Madison Sq West,$10.5,1.0,1899,Qtr 4,December,30
25557,2024-06-09 00:00:00,Uber Black,Cash,1,1.4,Central Park,$7.5,1.0,1899,Qtr 4,December,30
25558,2024-06-09 00:00:00,Uber Comfort,Cash,1,1.34,Lower East Side,$8.0,1.0,1899,Qtr 4,December,30
25559,2024-06-09 00:00:00,Uber Green,Cash,1,2.6,Bloomingdale,$14.0,1.0,1899,Qtr 4,December,30
25560,2024-06-09 00:00:00,Uber Black,Uber Pay,1,5.6,East Harlem North,$21.0,1.0,1899,Qtr 4,December,30
25561,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.36,Murray Hill,$9.4,1.0,1899,Qtr 4,December,30
25562,2024-06-09 00:00:00,Uber Comfort,Cash,1,2.61,Manhattan Valley,$13.0,1.0,1899,Qtr 4,December,30
25563,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,1.97,Murray Hill,$13.3,1.0,1899,Qtr 4,December,30
25564,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,3.4,Gramercy,$16.3,1.0,1899,Qtr 4,December,30
25565,2024-06-09 00:00:00,UberX,Cash,1,1.02,Lenox Hill East,$5.5,1.0,1899,Qtr 4,December,30
25566,2024-06-09 00:00:00,Uber Black,Cash,1,1.9,Upper West Side South,$9.5,1.0,1899,Qtr 4,December,30
25567,2024-06-09 00:00:00,Uber Comfort,Cash,1,17.1,Lincoln Square West,$50.0,1.0,1899,Qtr 4,December,30
25568,2024-06-09 00:00:00,UberX,Cash,2,1.4,Lincoln Square East,$7.5,1.0,1899,Qtr 4,December,30
25569,2024-06-09 00:00:00,UberX,Uber Pay,1,1.2,Clinton West,$8.0,1.0,1899,Qtr 4,December,30
25570,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,1.28,Murray Hill,$7.7,1.0,1899,Qtr 4,December,30
25571,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.64,Clinton East,$9.1,1.0,1899,Qtr 4,December,30
25572,2024-06-09 00:00:00,UberX,Cash,1,3.77,Greenwich Village North,$16.0,1.0,1899,Qtr 4,December,30
25573,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.5,Upper West Side North,$11.0,1.0,1899,Qtr 4,December,30
25574,2024-06-09 00:00:00,UberX,Uber Pay,1,2.1,East Harlem South,$11.5,1.0,1899,Qtr 4,December,30
25575,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,Yorkville West,$9.1,1.0,1899,Qtr 4,December,30
25576,2024-06-09 00:00:00,Uber Green,Cash,2,4.4,Little Italy/NoLiTa,$16.0,1.0,1899,Qtr 4,December,30
25577,2024-06-09 00:00:00,Uber Green,Cash,1,2.01,East Harlem South,$9.0,1.0,1899,Qtr 4,December,30
25578,2024-06-09 00:00:00,UberX,Amazon Pay,1,3.7,Upper West Side North,$12.5,1.0,1899,Qtr 4,December,30
25579,2024-06-09 00:00:00,UberXL,Uber Pay,1,3,Yorkville East,$14.0,1.0,1899,Qtr 4,December,30
25580,2024-06-09 00:00:00,UberX,Uber Pay,4,3.73,Yorkville East,$17.0,1.0,1899,Qtr 4,December,30
25581,2024-06-09 00:00:00,Uber Black,Uber Pay,3,2.6,Lincoln Square West,$14.8,1.0,1899,Qtr 4,December,30
25582,2024-06-09 00:00:00,UberX,Uber Pay,1,6.5,Lenox Hill East,$25.3,1.0,1899,Qtr 4,December,30
25583,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,3.3,Upper West Side North,$18.1,1.0,1899,Qtr 4,December,30
25584,2024-06-09 00:00:00,UberX,Cash,1,1.9,UN/Turtle Bay South,$9.0,1.0,1899,Qtr 4,December,30
25585,2024-06-09 00:00:00,UberX,Uber Pay,2,1.14,Upper East Side North,$9.4,1.0,1899,Qtr 4,December,30
25586,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.5,Upper West Side North,$9.7,1.0,1899,Qtr 4,December,30
25587,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.57,Central Harlem,$16.3,1.0,1899,Qtr 4,December,30
25588,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.81,Midtown East,$10.5,1.0,1899,Qtr 4,December,30
25589,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.2,Lincoln Square East,$8.7,1.0,1899,Qtr 4,December,30
25590,2024-06-09 00:00:00,UberXL,Cash,1,1.51,Greenwich Village South,$6.0,1.0,1899,Qtr 4,December,30
25591,2024-06-09 00:00:00,UberX,Cash,1,8.04,Times Sq/Theatre District,$27.0,1.0,1899,Qtr 4,December,30
25592,2024-06-09 00:00:00,Uber Black,Uber Pay,5,2.61,Yorkville West,$12.7,1.0,1899,Qtr 4,December,30
25593,2024-06-09 00:00:00,UberX,Uber Pay,1,9.37,Lenox Hill West,$33.1,1.0,1899,Qtr 4,December,30
25594,2024-06-09 00:00:00,UberX,Uber Pay,1,3.8,Flatiron,$16.9,1.0,1899,Qtr 4,December,30
25595,2024-06-09 00:00:00,Uber Comfort,Cash,1,1.4,Upper East Side North,$7.5,1.0,1899,Qtr 4,December,30
25596,2024-06-09 00:00:00,Uber Black,Uber Pay,1,4.22,Kips Bay,$19.0,1.0,1899,Qtr 4,December,30
25597,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.32,Seaport,$10.2,1.0,1899,Qtr 4,December,30
25598,2024-06-09 00:00:00,Uber Black,Uber Pay,1,6.68,Morningside Heights,$25.5,1.0,1899,Qtr 4,December,30
25599,2024-06-09 00:00:00,Uber Black,Uber Pay,1,6.89,Astoria,$27.8,1.0,1899,Qtr 4,December,30
25600,2024-06-09 00:00:00,Uber Black,Cash,1,1.47,Astoria,$7.5,1.0,1899,Qtr 4,December,30
25601,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.4,Little Italy/NoLiTa,$10.1,1.0,1899,Qtr 4,December,30
25602,2024-06-09 00:00:00,UberX,Cash,1,1.5,Lincoln Square East,$7.0,1.0,1899,Qtr 4,December,30
25603,2024-06-09 00:00:00,Uber Black,Cash,1,1.5,UN/Turtle Bay South,$7.5,1.0,1899,Qtr 4,December,30
25604,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,3.78,Yorkville West,$16.1,1.0,1899,Qtr 4,December,30
25605,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,Lenox Hill East,$12.0,1.0,1899,Qtr 4,December,30
25606,2024-06-09 00:00:00,UberX,Uber Pay,1,13.5,Midtown North,$50.5,1.0,1899,Qtr 4,December,30
25607,2024-06-09 00:00:00,Uber Green,Cash,1,1.1,Clinton Hill,$6.5,1.0,1899,Qtr 4,December,30
25608,2024-06-09 00:00:00,UberXL,Cash,1,1.1,Midtown South,$6.0,1.0,1899,Qtr 4,December,30
25609,2024-06-09 00:00:00,UberX,Uber Pay,2,1.3,Sutton Place/Turtle Bay North,$13.5,1.0,1899,Qtr 4,December,30
25610,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.82,Upper East Side North,$10.9,1.0,1899,Qtr 4,December,30
25611,2024-06-09 00:00:00,Uber Black,Uber Pay,1,7.88,Astoria,$28.6,1.0,1899,Qtr 4,December,30
25612,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,1.35,Sutton Place/Turtle Bay North,$8.0,1.0,1899,Qtr 4,December,30
25613,2024-06-09 00:00:00,Uber Black,Uber Pay,2,10.3,Lincoln Square East,$40.9,1.0,1899,Qtr 4,December,30
25614,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,Midtown East,$10.9,1.0,1899,Qtr 4,December,30
25615,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,18.73,Murray Hill,$54.0,1.0,1899,Qtr 4,December,30
25616,2024-06-09 00:00:00,Uber Black,Cash,1,2.35,Lenox Hill East,$11.5,1.0,1899,Qtr 4,December,30
25617,2024-06-09 00:00:00,UberX,Uber Pay,2,1.83,East Chelsea,$9.5,1.0,1899,Qtr 4,December,30
25618,2024-06-09 00:00:00,Uber Comfort,Uber Pay,3,1.59,Upper East Side North,$10.8,1.0,1899,Qtr 4,December,30
25619,2024-06-09 00:00:00,UberX,Cash,2,1.5,Yorkville West,$9.5,1.0,1899,Qtr 4,December,30
25620,2024-06-09 00:00:00,UberX,Uber Pay,1,1.5,Yorkville West,$10.2,1.0,1899,Qtr 4,December,30
25621,2024-06-09 00:00:00,UberX,Uber Pay,1,1.1,Upper West Side North,$8.5,1.0,1899,Qtr 4,December,30
25622,2024-06-09 00:00:00,Uber Green,Cash,1,1.5,East Village,$18.0,1.0,1899,Qtr 4,December,30
25623,2024-06-09 00:00:00,UberX,Uber Pay,1,1.44,Upper West Side North,$9.2,1.0,1899,Qtr 4,December,30
25624,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,5.21,Bloomingdale,$21.7,1.0,1899,Qtr 4,December,30
25625,2024-06-09 00:00:00,UberX,Cash,1,8.65,Washington Heights South,$27.5,1.0,1899,Qtr 4,December,30
25626,2024-06-09 00:00:00,UberX,Cash,1,2.08,Manhattan Valley,$8.0,1.0,1899,Qtr 4,December,30
25627,2024-06-09 00:00:00,UberX,Uber Pay,1,3.73,Lincoln Square West,$21.1,1.0,1899,Qtr 4,December,30
25628,2024-06-09 00:00:00,Uber Black,Cash,1,1.3,East Village,$7.0,1.0,1899,Qtr 4,December,30
25629,2024-06-09 00:00:00,UberX,Uber Pay,1,8.1,Times Sq/Theatre District,$31.9,1.0,1899,Qtr 4,December,30
25630,2024-06-09 00:00:00,UberX,Uber Pay,1,1.12,Flatiron,$9.3,1.0,1899,Qtr 4,December,30
25631,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.7,Lenox Hill East,$12.1,1.0,1899,Qtr 4,December,30
25632,2024-06-09 00:00:00,Uber Black,Amazon Pay,1,18.6,JFK Airport,$52.5,1.0,1899,Qtr 4,December,30
25633,2024-06-09 00:00:00,UberX,Cash,1,2.06,Upper East Side North,$13.5,1.0,1899,Qtr 4,December,30
25634,2024-06-09 00:00:00,Uber Green,Uber Pay,1,4.18,Upper West Side North,$20.5,1.0,1899,Qtr 4,December,30
25635,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1.14,West Village,$9.1,1.0,1899,Qtr 4,December,30
25636,2024-06-09 00:00:00,UberX,Uber Pay,1,3.3,Kips Bay,$15.7,1.0,1899,Qtr 4,December,30
25637,2024-06-09 00:00:00,Uber Black,Cash,1,3.03,Lincoln Square West,$13.0,1.0,1899,Qtr 4,December,30
25638,2024-06-09 00:00:00,UberXL,Cash,1,2.09,Upper East Side North,$9.5,1.0,1899,Qtr 4,December,30
25639,2024-06-09 00:00:00,UberX,Cash,1,1.58,East Harlem North,$8.5,1.0,1899,Qtr 4,December,30
25640,2024-06-09 00:00:00,UberX,Uber Pay,2,2.37,Lincoln Square West,$15.2,1.0,1899,Qtr 4,December,30
25641,2024-06-09 00:00:00,UberXL,Cash,1,1.6,Upper West Side South,$9.0,1.0,1899,Qtr 4,December,30
25642,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,Midtown East,$9.7,1.0,1899,Qtr 4,December,30
25643,2024-06-09 00:00:00,UberX,Uber Pay,2,2.03,Upper East Side North,$10.9,1.0,1899,Qtr 4,December,30
25644,2024-06-09 00:00:00,Uber Black,Cash,1,1.64,Upper West Side South,$7.0,1.0,1899,Qtr 4,December,30
25645,2024-06-09 00:00:00,UberX,Uber Pay,1,2,Flatiron,$10.3,1.0,1899,Qtr 4,December,30
25646,2024-06-09 00:00:00,UberXL,Uber Pay,2,1.85,Yorkville West,$10.0,1.0,1899,Qtr 4,December,30
25647,2024-06-09 00:00:00,UberX,Uber Pay,2,3.77,Central Harlem,$15.5,1.0,1899,Qtr 4,December,30
25648,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.75,Upper East Side South,$13.9,1.0,1899,Qtr 4,December,30
25649,2024-06-09 00:00:00,UberX,Uber Pay,1,2.05,Midtown North,$11.5,1.0,1899,Qtr 4,December,30
25650,2024-06-09 00:00:00,Uber Comfort,Cash,1,1.69,Murray Hill,$8.5,1.0,1899,Qtr 4,December,30
25651,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.5,Yorkville East,$10.2,1.0,1899,Qtr 4,December,30
25652,2024-06-09 00:00:00,UberX,Uber Pay,1,8.2,UN/Turtle Bay South,$32.5,1.0,1899,Qtr 4,December,30
25653,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.16,Midtown Center,$10.3,1.0,1899,Qtr 4,December,30
25654,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.53,Clinton East,$7.5,1.0,1899,Qtr 4,December,30
25655,2024-06-09 00:00:00,UberXL,Cash,1,7.6,Central Park,$24.5,1.0,1899,Qtr 4,December,30
25656,2024-06-09 00:00:00,Uber Comfort,Cash,1,6.7,Old Astoria,$32.0,1.0,1899,Qtr 4,December,30
25657,2024-06-09 00:00:00,UberXL,Uber Pay,2,4.3,Midtown South,$19.8,1.0,1899,Qtr 4,December,30
25658,2024-06-09 00:00:00,UberX,Uber Pay,2,1.64,Gramercy,$10.9,1.0,1899,Qtr 4,December,30
25659,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.38,Upper East Side South,$9.1,1.0,1899,Qtr 4,December,30
25660,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.89,Upper East Side South,$9.7,1.0,1899,Qtr 4,December,30
25661,2024-06-09 00:00:00,Uber Black,Uber Pay,2,2.17,Upper West Side South,$13.3,1.0,1899,Qtr 4,December,30
25662,2024-06-09 00:00:00,UberX,Uber Pay,1,1.2,Sutton Place/Turtle Bay North,$7.7,1.0,1899,Qtr 4,December,30
25663,2024-06-09 00:00:00,UberX,Cash,1,1.71,Upper West Side North,$9.5,1.0,1899,Qtr 4,December,30
25664,2024-06-09 00:00:00,UberXL,Cash,2,2.46,Yorkville West,$9.0,1.0,1899,Qtr 4,December,30
25665,2024-06-09 00:00:00,UberX,Cash,1,1.05,East Harlem South,$6.0,1.0,1899,Qtr 4,December,30
25666,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,Midtown Center,$11.5,1.0,1899,Qtr 4,December,30
25667,2024-06-09 00:00:00,UberX,Uber Pay,1,21.57,Yorkville West,$63.3,1.0,1899,Qtr 4,December,30
25668,2024-06-09 00:00:00,Uber Comfort,Cash,2,3.09,Central Park,$11.5,1.0,1899,Qtr 4,December,30
25669,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,Upper East Side South,$7.0,1.0,1899,Qtr 4,December,30
25670,2024-06-09 00:00:00,UberX,Cash,1,1.32,Sutton Place/Turtle Bay North,$6.5,1.0,1899,Qtr 4,December,30
25671,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.1,Sutton Place/Turtle Bay North,$10.9,1.0,1899,Qtr 4,December,30
25672,2024-06-09 00:00:00,Uber Black,Uber Pay,3,1.6,Midtown East,$10.3,1.0,1899,Qtr 4,December,30
25673,2024-06-09 00:00:00,UberX,Uber Pay,3,4.01,Kips Bay,$19.0,1.0,1899,Qtr 4,December,30
25674,2024-06-09 00:00:00,Uber Green,Cash,1,1.2,Upper West Side South,$6.5,1.0,1899,Qtr 4,December,30
25675,2024-06-09 00:00:00,Uber Green,Cash,1,3.6,Murray Hill,$13.0,1.0,1899,Qtr 4,December,30
25676,2024-06-09 00:00:00,UberX,Uber Pay,1,3.4,Midtown South,$17.5,1.0,1899,Qtr 4,December,30
25677,2024-06-09 00:00:00,UberX,Uber Pay,1,5.69,Lenox Hill West,$24.7,1.0,1899,Qtr 4,December,30
25678,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.7,Lenox Hill West,$10.0,1.0,1899,Qtr 4,December,30
25679,2024-06-09 00:00:00,Uber Green,Uber Pay,1,4.1,Murray Hill,$17.5,1.0,1899,Qtr 4,December,30
25680,2024-06-09 00:00:00,Uber Green,Cash,2,2,Upper East Side North,$10.0,1.0,1899,Qtr 4,December,30
25681,2024-06-09 00:00:00,Uber Black,Uber Pay,5,1.18,Lenox Hill East,$9.4,1.0,1899,Qtr 4,December,30
25682,2024-06-09 00:00:00,Uber Comfort,Cash,1,6.3,Garment District,$24.5,1.0,1899,Qtr 4,December,30
25683,2024-06-09 00:00:00,UberXL,Cash,1,1.3,Penn Station/Madison Sq West,$6.0,1.0,1899,Qtr 4,December,30
25684,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,3.49,Upper West Side South,$17.5,1.0,1899,Qtr 4,December,30
25685,2024-06-09 00:00:00,UberX,Cash,1,1.27,Upper East Side North,$7.0,1.0,1899,Qtr 4,December,30
25686,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,10.38,Upper West Side North,$37.4,1.0,1899,Qtr 4,December,30
25687,2024-06-09 00:00:00,Uber Green,Cash,2,2.33,Bensonhurst West,$12.0,1.0,1899,Qtr 4,December,30
25688,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.65,Union Sq,$9.1,1.0,1899,Qtr 4,December,30
25689,2024-06-09 00:00:00,UberXL,Cash,1,1.3,Upper East Side South,$6.0,1.0,1899,Qtr 4,December,30
25690,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.9,Lenox Hill West,$16.5,1.0,1899,Qtr 4,December,30
25691,2024-06-09 00:00:00,UberX,Uber Pay,1,1.7,Lenox Hill West,$10.1,1.0,1899,Qtr 4,December,30
25692,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.7,Upper East Side North,$10.3,1.0,1899,Qtr 4,December,30
25693,2024-06-09 00:00:00,UberX,Uber Pay,2,2.74,Lenox Hill West,$12.7,1.0,1899,Qtr 4,December,30
25694,2024-06-09 00:00:00,UberX,Cash,1,13.3,Garment District,$44.0,1.0,1899,Qtr 4,December,30
25695,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.6,Lenox Hill East,$14.6,1.0,1899,Qtr 4,December,30
25696,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.54,Canarsie,$7.7,1.0,1899,Qtr 4,December,30
25697,2024-06-09 00:00:00,UberX,Cash,1,1.99,West Chelsea/Hudson Yards,$8.0,1.0,1899,Qtr 4,December,30
25698,2024-06-09 00:00:00,UberXL,Uber Pay,2,5.11,Lenox Hill East,$20.0,1.0,1899,Qtr 4,December,30
25699,2024-06-09 00:00:00,Uber Comfort,Cash,2,2,Queensbridge/Ravenswood,$11.0,1.0,1899,Qtr 4,December,30
25700,2024-06-09 00:00:00,UberXL,Uber Pay,2,2.1,Times Sq/Theatre District,$11.5,1.0,1899,Qtr 4,December,30
25701,2024-06-09 00:00:00,UberX,Uber Pay,2,2.6,Murray Hill,$14.0,1.0,1899,Qtr 4,December,30
25702,2024-06-09 00:00:00,UberX,Uber Pay,1,2.05,Lincoln Square West,$11.5,1.0,1899,Qtr 4,December,30
25703,2024-06-09 00:00:00,UberXL,Cash,1,2,Clinton East,$8.5,1.0,1899,Qtr 4,December,30
25704,2024-06-09 00:00:00,UberX,Uber Pay,1,2.4,Upper West Side South,$11.5,1.0,1899,Qtr 4,December,30
25705,2024-06-09 00:00:00,UberX,Cash,2,1.17,Bloomingdale,$6.5,1.0,1899,Qtr 4,December,30
25706,2024-06-09 00:00:00,UberX,Cash,2,10.64,Garment District,$36.0,1.0,1899,Qtr 4,December,30
25707,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.5,East Harlem North,$14.5,1.0,1899,Qtr 4,December,30
25708,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.57,Bloomingdale,$12.7,1.0,1899,Qtr 4,December,30
25709,2024-06-09 00:00:00,UberX,Cash,1,9.3,Battery Park City,$28.5,1.0,1899,Qtr 4,December,30
25710,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.71,Lincoln Square West,$9.5,1.0,1899,Qtr 4,December,30
25711,2024-06-09 00:00:00,UberX,Uber Pay,2,1.5,Lenox Hill East,$10.3,1.0,1899,Qtr 4,December,30
25712,2024-06-09 00:00:00,UberX,Cash,1,2.84,Upper West Side South,$12.0,1.0,1899,Qtr 4,December,30
25713,2024-06-09 00:00:00,UberX,Uber Pay,1,1.57,Yorkville West,$13.3,1.0,1899,Qtr 4,December,30
25714,2024-06-09 00:00:00,Uber Comfort,Cash,1,1.01,East Harlem South,$5.5,1.0,1899,Qtr 4,December,30
25715,2024-06-09 00:00:00,Uber Green,Uber Pay,1,4.9,Lincoln Square East,$22.3,1.0,1899,Qtr 4,December,30
25716,2024-06-09 00:00:00,Uber Black,Cash,1,1.36,Sutton Place/Turtle Bay North,$8.0,1.0,1899,Qtr 4,December,30
25717,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.3,UN/Turtle Bay South,$18.3,1.0,1899,Qtr 4,December,30
25718,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.56,Kips Bay,$12.5,1.0,1899,Qtr 4,December,30
25719,2024-06-09 00:00:00,Uber Black,Cash,1,1.8,Times Sq/Theatre District,$9.0,1.0,1899,Qtr 4,December,30
25720,2024-06-09 00:00:00,UberX,Uber Pay,1,3.72,Penn Station/Madison Sq West,$22.1,1.0,1899,Qtr 4,December,30
25721,2024-06-09 00:00:00,UberX,Uber Pay,1,2.92,West Village,$15.9,1.0,1899,Qtr 4,December,30
25722,2024-06-09 00:00:00,UberX,Uber Pay,1,1.86,Lenox Hill West,$8.5,1.0,1899,Qtr 4,December,30
25723,2024-06-09 00:00:00,UberX,Uber Pay,1,1.9,Yorkville West,$13.5,1.0,1899,Qtr 4,December,30
25724,2024-06-09 00:00:00,UberXL,Uber Pay,1,11.65,Midtown South,$33.0,1.0,1899,Qtr 4,December,30
25725,2024-06-09 00:00:00,UberX,Uber Pay,1,2.81,Lincoln Square East,$13.0,1.0,1899,Qtr 4,December,30
25726,2024-06-09 00:00:00,UberXL,Uber Pay,1,3.7,Lower East Side,$15.7,1.0,1899,Qtr 4,December,30
25727,2024-06-09 00:00:00,UberX,Cash,1,1.67,Central Harlem North,$11.0,1.0,1899,Qtr 4,December,30
25728,2024-06-09 00:00:00,UberXL,Uber Pay,1,4.2,UN/Turtle Bay South,$18.7,1.0,1899,Qtr 4,December,30
25729,2024-06-09 00:00:00,UberX,Cash,1,8.8,East Harlem North,$29.0,1.0,1899,Qtr 4,December,30
25730,2024-06-09 00:00:00,UberXL,Cash,1,1.4,East Village,$7.0,1.0,1899,Qtr 4,December,30
25731,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,Upper West Side North,$9.7,1.0,1899,Qtr 4,December,30
25732,2024-06-09 00:00:00,UberX,Uber Pay,1,1.08,Upper West Side North,$8.3,1.0,1899,Qtr 4,December,30
25733,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.9,East Village,$14.0,1.0,1899,Qtr 4,December,30
25734,2024-06-09 00:00:00,UberXL,Cash,1,2.11,Manhattan Valley,$10.0,1.0,1899,Qtr 4,December,30
25735,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,4.11,East Harlem South,$19.3,1.0,1899,Qtr 4,December,30
25736,2024-06-09 00:00:00,UberXL,Cash,1,1.38,Lenox Hill West,$7.5,1.0,1899,Qtr 4,December,30
25737,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.1,Upper West Side South,$12.7,1.0,1899,Qtr 4,December,30
25738,2024-06-09 00:00:00,UberXL,Uber Pay,1,2,Midtown Center,$9.9,1.0,1899,Qtr 4,December,30
25739,2024-06-09 00:00:00,UberX,Uber Pay,6,3.88,Seaport,$19.0,1.0,1899,Qtr 4,December,30
